snapped_at,price,market_cap,total_volume
2013-11-25 00:00:00 UTC,1.69974e-05,132883.7995085988,0.0
2013-11-26 00:00:00 UTC,2.77631e-05,217048.8564641353,0.0
2013-11-27 00:00:00 UTC,2.44282e-05,190976.9753466708,0.0
2013-11-29 00:00:00 UTC,2.71978e-05,212629.40333833944,0.0
2013-11-30 00:00:00 UTC,3.11981e-05,243903.30739466968,0.0
2013-12-01 00:00:00 UTC,5.11943e-05,400231.3951845018,0.0
2013-12-02 00:00:00 UTC,5.78781e-05,452484.6074735394,0.0
2013-12-03 00:00:00 UTC,4.62803e-05,361814.284650915,0.0
2013-12-04 00:00:00 UTC,4.86469e-05,380316.1027199362,0.0
2013-12-05 00:00:00 UTC,5.33766e-05,417292.37653633184,0.0
2013-12-06 00:00:00 UTC,5.25245e-05,410630.75286854204,0.0
2013-12-07 00:00:00 UTC,4.69751e-05,367246.15440041124,0.0
2013-12-08 00:00:00 UTC,4.60876e-05,360307.7781844188,0.0
2013-12-09 00:00:00 UTC,4.37892e-05,342339.1393161717,0.0
2013-12-10 00:00:00 UTC,4.40955e-05,344733.7588549429,0.0
2013-12-11 00:00:00 UTC,4.35414e-05,340401.8668865383,0.0
2013-12-12 00:00:00 UTC,3.99151e-05,312051.85335598275,0.0
2013-12-13 00:00:00 UTC,3.94592e-05,308487.6767256637,0.0
2013-12-14 00:00:00 UTC,3.65944e-05,286090.9865708103,0.0
2013-12-15 00:00:00 UTC,3.31836e-05,259425.72759973299,0.0
2013-12-16 00:00:00 UTC,3.19226e-05,249567.3690957809,0.0
2013-12-17 00:00:00 UTC,2.6827e-05,209730.5289505494,0.0
2013-12-18 00:00:00 UTC,3.04383e-05,237963.27444927313,0.0
2013-12-19 00:00:00 UTC,3.04282e-05,237884.31429473663,0.0
2013-12-20 00:00:00 UTC,3.34349e-05,261390.36284142046,0.0
2013-12-21 00:00:00 UTC,3.58009e-05,279887.4910828442,0.0
2013-12-22 00:00:00 UTC,3.53054e-05,276013.7265265075,0.0
2013-12-23 00:00:00 UTC,3.52516e-05,275593.1243571977,0.0
2013-12-24 00:00:00 UTC,3.41366e-05,266876.17644501245,0.0
2013-12-25 00:00:00 UTC,3.24534e-05,253717.1050001958,0.0
2013-12-26 00:00:00 UTC,3.19302e-05,249626.78488212018,0.0
2013-12-27 00:00:00 UTC,3.66011e-05,286143.3655845473,185.28517915002723
2013-12-28 00:00:00 UTC,3.74509e-05,292787.00933150784,191.74415807341396
2013-12-29 00:00:00 UTC,3.64798e-05,285195.055634797,68.78441643160284
2013-12-30 00:00:00 UTC,3.64729e-05,285141.11242064025,91.84168943881627
2013-12-31 00:00:00 UTC,3.61875e-05,282909.8869774146,83.6155314143472
2014-01-01 00:00:00 UTC,3.50569e-05,274070.98036006466,72.38185822683705
2014-01-02 00:00:00 UTC,3.57696e-05,279642.79033555195,146.47933068938164
2014-01-03 00:00:00 UTC,3.36901e-05,263385.488557158,108.61758407686781
2014-01-04 00:00:00 UTC,3.27609e-05,256121.10549327097,70.31990156370162
2014-01-05 00:00:00 UTC,2.69556e-05,210735.9098071325,211.1637561447369
2014-01-06 00:00:00 UTC,2.69526e-05,210712.45644921463,190.518092292133
2014-01-07 00:00:00 UTC,2.86254e-05,223790.2229960755,91.42326904099909
2014-01-08 00:00:00 UTC,2.75868e-05,215670.5625788165,95.07926165109733
2014-01-09 00:00:00 UTC,2.63804e-05,206239.05982080178,114.96620697402874
2014-01-10 00:00:00 UTC,2.61782e-05,204658.2829031952,73.04680719265666
2014-01-11 00:00:00 UTC,2.62793e-05,205448.67117454484,76.08162328489624
2014-01-12 00:00:00 UTC,2.55577e-05,199807.28154935897,49.26154396673664
2014-01-13 00:00:00 UTC,2.57639e-05,201419.33059839488,18.228748028223656
2014-01-14 00:00:00 UTC,2.54398e-05,198885.55267357404,50.33276541906287
2014-01-15 00:00:00 UTC,2.58289e-05,201927.49419176902,29.278300971920785
2014-01-16 00:00:00 UTC,2.51316e-05,196476.0794244457,68.86456615542359
2014-01-17 00:00:00 UTC,2.5088e-05,196135.21885378493,88.68574917921293
2014-01-18 00:00:00 UTC,2.52709e-05,197565.11111404098,28.061000689811586
2014-01-19 00:00:00 UTC,2.52942e-05,197747.26755786486,21.273546020605604
2014-01-20 00:00:00 UTC,2.39654e-05,187358.85620271793,79.68462608712402
