snapped_at,price,market_cap,total_volume
2015-11-06 00:00:00 UTC,0.5599668872018047,18566380647.53362,97503482.25041763
2015-11-07 00:00:00 UTC,0.5769644494622432,19129955419.93569,44710257.46865193
2015-11-08 00:00:00 UTC,0.5731663827341844,19004025915.514015,38881861.64517329
2015-11-09 00:00:00 UTC,0.5670870428862662,18802458036.623543,37444489.041920535
2015-11-10 00:00:00 UTC,0.5420373007088723,17971903482.385296,50146028.24100685
2015-11-11 00:00:00 UTC,0.5206459026468793,17262645760.04654,55721648.3825716
2015-11-12 00:00:00 UTC,0.5526113258439735,18322498098.106075,59895679.935162954
2015-11-13 00:00:00 UTC,0.5487287834707532,18193767701.311363,41119727.3992859
2015-11-14 00:00:00 UTC,0.5294209214391435,17553592140.645153,16803167.772439037
2015-11-15 00:00:00 UTC,0.5093451854445153,16887956788.315239,33508431.73890491
2015-11-16 00:00:00 UTC,0.5140860481625334,17045145836.15389,27299372.55325167
2015-11-17 00:00:00 UTC,0.524125771772769,17378025037.413673,31060031.06273363
2015-11-18 00:00:00 UTC,0.5267413161375716,17464746580.03935,30920728.221344948
2015-11-19 00:00:00 UTC,0.5198056091053173,17234784809.506653,21662339.101271626
2015-11-20 00:00:00 UTC,0.518764706787454,17200272431.914253,35691036.407157205
2015-11-21 00:00:00 UTC,0.5212012021562756,17281057388.12755,25227710.509460974
2015-11-22 00:00:00 UTC,0.5244627516789068,17389198014.514496,21376403.7855106
2015-11-23 00:00:00 UTC,0.526834907228285,17467849706.054684,38273671.39928321
2015-11-24 00:00:00 UTC,0.5196358592660768,17229156547.90364,21944159.789181165
2015-11-25 00:00:00 UTC,0.5292271001255385,17547165760.14259,24979690.91306667
2015-11-26 00:00:00 UTC,0.5246875783940828,17396652416.674866,47623077.59257676
2015-11-27 00:00:00 UTC,0.5276895789694465,17496187383.224113,25334023.416182794
2015-11-28 00:00:00 UTC,0.5201485134200984,17444449525.065796,24380565.13292534
2015-11-29 00:00:00 UTC,0.5271159878967828,17678120781.81231,24312902.63112456
2015-11-30 00:00:00 UTC,0.517447510667918,17353864807.50568,33572083.070881
2015-12-01 00:00:00 UTC,0.5022865684168389,16845405617.43243,38107536.85556995
2015-12-02 00:00:00 UTC,0.5145069235611168,17255245044.043575,40655038.82281255
2015-12-03 00:00:00 UTC,0.522886463804252,17536273371.61388,16999579.00880223
2015-12-04 00:00:00 UTC,0.5877376760262097,19711217006.090023,110853753.50216527
2015-12-05 00:00:00 UTC,0.6463942626571442,21678408756.8998,90917891.17574193
2015-12-06 00:00:00 UTC,0.6604336044019075,22149252337.36366,123086218.36158562
2015-12-07 00:00:00 UTC,0.6792118475393997,22779026538.63457,93187174.92569788
2015-12-08 00:00:00 UTC,0.8210339699765095,27535377451.03971,295416064.2758821
2015-12-09 00:00:00 UTC,1.034478619582718,34693764566.228165,702046661.0155643
2015-12-10 00:00:00 UTC,1.041307587203953,34922790657.62973,389891675.5569499
2015-12-11 00:00:00 UTC,1.023973668634992,34341455404.81969,416903391.8698716
2015-12-12 00:00:00 UTC,1.025169094731469,34381546935.724625,193639014.81042898
2015-12-13 00:00:00 UTC,1.06386407589803,35679277542.30673,172278906.12932095
2015-12-14 00:00:00 UTC,0.9406279399152225,31546253034.20831,254316625.57031614
2015-12-15 00:00:00 UTC,0.8121434304804955,27237211516.72018,601442999.6116118
2015-12-16 00:00:00 UTC,0.8242703275382561,27643916598.3685,152983059.4727614
2015-12-17 00:00:00 UTC,0.8188366123604243,27461683701.978935,68205467.93817595
2015-12-18 00:00:00 UTC,0.7751836002966692,25997673431.996223,101877144.69776121
2015-12-19 00:00:00 UTC,0.7620407338526102,25556895338.081154,56882387.483573526
2015-12-20 00:00:00 UTC,0.7567584857218637,25379742258.685043,69026439.75589725
2015-12-21 00:00:00 UTC,0.7600238907836522,25489255584.80169,62978481.03698394
2015-12-22 00:00:00 UTC,0.749389115033571,25132592431.882416,56070463.63673119
2015-12-23 00:00:00 UTC,0.7291203383290396,24452829550.6388,43954417.23729343
2015-12-24 00:00:00 UTC,0.719258910288916,24122102500.089558,40500504.364164986
2015-12-25 00:00:00 UTC,0.7805322969346691,26177055024.212986,95371590.79168366
2015-12-26 00:00:00 UTC,0.743452794828479,24933503449.58109,82482972.82928252
2015-12-27 00:00:00 UTC,0.7640591023034734,25624586248.76464,56804277.54048944
2015-12-28 00:00:00 UTC,0.7628898463775352,25585372398.382183,56092384.730285354
2015-12-29 00:00:00 UTC,0.7524381761094424,25234850134.5665,38053765.92767578
2015-12-30 00:00:00 UTC,0.745507174878342,25002402097.102917,32617685.242451813
2015-12-31 00:00:00 UTC,0.727421283447323,24395847599.60036,45157417.692370616
2016-01-01 00:00:00 UTC,0.7159192154493158,24010097685.011913,24455270.08921867
2016-01-02 00:00:00 UTC,0.7316656685715336,24538193410.756096,33564078.0610325
2016-01-03 00:00:00 UTC,0.7228823915741123,24243624786.040176,35036453.916782975
2016-01-04 00:00:00 UTC,0.7123111691632025,23889093049.415905,37046395.5919222
